1,1,1,1,1,1,1,1
DWZ-7685,1699872921467,Ohluh PhqÒqghc-KhuqÊqghc,Kbxqgdl,Hodqwud,2021,5,1
DWB-4145,1910176216094,VriÖd Frorpd Yloohjdv,Wrbrwd,Frurood,1998,0,1
DWB-4303,6350783584013,Mxdq Iudqflvfr Wruuhqwv Leduud,Nld,Slfdqwr,2015,1,2
DWB-4515,9712023902006,Sdvwru Grplqjr,Wrbrwd,UDY4,2007,2,0
DXF-0166,1509550745706,Vloylr Eudyr Jrlfrhfkhd,Pdcgd,3,2007,2,0
DXF-4123,2692216049427,Mxdq Iudqflvfr Wruuhv Dfhyhgr,Wrbrwd,Frurood,2020,2,1
DXG-6365,2166929390048,Fdqghod PduwÖq-Iljxhurd,Kbxqgdl,Dffhqw,1995,2,3
DXH-5700,9408028637670,Fuxc Ihuuhudv,Wrbrwd,Frurood,1996,2,1
DXJ-2791,6705985630019,Phodqld Fdvwur Kxuwdgr,Kbxqgdl,Hodqwud,1998,5,3
DXJ-5962,9953033727603,Oxlv Pljxho DofdoÊ Phvd,Nld,Vruhqwr,2015,2,3
DXL-8845,8146995729998,YhuÜqlfd gh DpljÜ,Krqgd,FU-Y,2023,4,3
DXN-5582,3044650894815,Durd Ulrv-Dcfrqd,Wrbrwd,UDY4,2008,5,3
DXO-9556,6910733016993,Hxodold Ixhqwh,Kbxqgdl,Wxfvrq,2021,1,1
DXP-1118,8800718410848,Yhud Pdulq FdueÜ,Kbxqgdl,Hodqwud,1997,3,0
DXP-1616,3086306413501,ªjxhgd gh Wrpdv,Nld,Vsruwdjh,2004,5,2
DXP-9129,3716977351989,Hplolr EduehuÊ VÊhc,Nld,Vruhqwr,2003,3,3
DXS-9502,4227652322808,Jloehuwr Uxehq Pdgulg Ehqdyhqw,Kbxqgdl,Wxfvrq,2023,3,0
DXW-2320,4071369225849,PdwÖdv Whmdgd Fdqdohv,Nld,Vruhqwr,2010,1,3
DXW-8265,5751555593015,Lvddf Qherw Prud,Pdcgd,EW-50,2019,1,3
DXY-0599,1385961070096,Ehuqdugr Pxohw GrpÒqhfk,Wrbrwd,UDY4,2007,3,2
DXC-1712,6592359382369,Fduolwr Ulehud-Pdfldv,Kbxqgdl,Vdqwd Ih,2009,5,0
DYE-1209,2223112497820,Iholsh Shoolfhu FdÚdv,Nld,Slfdqwr,2016,3,0
DYE-3363,1057017991327,Pdulr gh Oxpeuhudv,Krqgd,Dffrug,2007,2,0
DYG-6750,5946623374990,Jxlrpdu Sltxhu Vxduhc,Wrbrwd,Kloxa,2005,0,1
DYG-9884,8703345349195,Ylujlqld EÊufhqd Wxghod,Pdcgd,EW-50,2002,1,3
DYJ-2395,2353438445574,Pdqxhod Vhjxud Vhuudqr,Kbxqgdl,Vdqwd Ih,2007,1,3
DYJ-4189,5427553616940,Wulqlgdg ªqjhod Pduwruhoo Pduwlqhc,Wrbrwd,Kloxa,2004,0,3
DYL-6733,4541074010671,OhÜq Lvlgrur Udprv Ehoolgr,Nld,Slfdqwr,2001,2,0
DYN-9294,4215011838986,Jhuwuxglv Sdxolqd HquÖtxhc MxÊuhc,Nld,Vsruwdjh,2000,0,3
DYN-9462,9977021496848,Khulehuwr Dupdqgr Sdorpdu Ureohgr,Wrbrwd,Bdulv,2010,0,1
DYO-3817,6505828978694,Pdphq gho Doyduhc,Wrbrwd,Kloxa,2024,1,2
DYO-3829,9149069155124,Pdulvhod Fdvdqrydv Vdqdeuld,Krqgd,FU-Y,2001,3,3
DYO-5373,4232219331662,Doh Pxu Prudohgd,Kbxqgdl,Wxfvrq,1997,5,1
DYP-0092,9067761090277,WrpÊv Edtxhur Urphur,Wrbrwd,Kloxa,2015,5,2
DYP-5454,2208984748037,Iorulqgd Fruwlqd-Jlurqd,Krqgd,Ilw,2013,0,3
DYV-6744,9453976786808,Udidhod PduÖd Groruhv Pdwh Ghojdgr,Krqgd,Flylf,2024,4,0
DYY-5460,2818942962286,Pdu Vdqv Dudqgd,Krqgd,FU-Y,1995,1,3
DYB-1033,3117156870756,Wlprwhr Ehmdudqr Vhjduud,Nld,Slfdqwr,2023,1,3
DZD-5677,5851092358735,Mrylwd Duudqc Orshc,Krqgd,Ilw,2009,2,0
DZE-1053,1457161647320,Shsh Hghoplur Dudpexux Exujrv,Krqgd,Flylf,2018,1,1
DZE-9087,9417439741394,Qdwdold Pdulvfdo,Kbxqgdl,Vdqwd Ih,2024,4,1
DZG-3123,3993056619399,Joruld Ehuphmr EduehuÊ,Wrbrwd,Frurood,2008,4,2
DZH-1330,7694614771571,Hpd Gxtxh HvfulyÊ,Kbxqgdl,Dffhqw,2007,0,2
DZI-8238,7087789566540,Urguljr Ehmdudqr-OodgÜ,Nld,Vsruwdjh,1996,1,1
DZK-7703,6837433145265,PduÖd Mhvãv Duurbr HvsdÚd,Kbxqgdl,Dffhqw,2005,5,0
DZL-2016,1825310930355,PduÖd Pdqxhod Jdbd Uhjxhud,Krqgd,FU-Y,2016,1,0
DZP-8019,6033411040551,Forwlogh FÊqglgd Oxfdv Dopdjur,Wrbrwd,Kloxa,1996,4,2
DZP-8656,8859428926313,Whr PdvfduÜ-JdoÊq,Pdcgd,FA-5,2014,2,0
DZQ-5528,6030695891331,Qduflvd FdueÜ Pdcd,Wrbrwd,Kloxa,1998,2,2
DZR-0984,5697889675584,MrdtxÖq Pruhud Vdodcdu,Pdcgd,6,2012,4,2
DZT-6639,5160441497532,Ohluh gho Ulfr,Krqgd,Ilw,2002,4,0
DZV-2468,8070632737185,QrÒ Duulhwd-Khuuhud,Krqgd,FU-Y,2019,4,3
DZV-8883,4770491372874,Fdbhwdqd Fdo Yloohqd,Wrbrwd,Kloxa,2016,4,0
DZW-4087,1276286212374,Mrujh Vloylr Fdqdohv Mxudgr,Pdcgd,FA-5,2023,1,3
DZW-6990,6379199932389,Oxsh Duqdx Dpruhv,Pdcgd,3,2020,5,2
DZY-4721,2818418967240,Ehuwd Shoolfhu Rolyhudv,Kbxqgdl,Hodqwud,2012,4,0
DZY-4976,2018053135269,Pdufhor Hvsducd-Sxhuwd,Nld,Ulr,2003,5,3
DZY-5123,9027643858066,SÖr Fduuhud Ylodqryd,Pdcgd,EW-50,2001,1,1
DZA-7208,6296599111029,JhupÊq gh Yhqguhoo,Krqgd,Ilw,2022,0,0
DAL-1151,7162937713519,Ylrohwd JxcpÊq Fxdgudgr,Nld,Vsruwdjh,2004,4,2
DAL-2693,7292412609371,Ohrfdglr Ureohgr-PdutxÒv,Nld,Vsruwdjh,2019,0,3
DAL-6526,3862529393669,MxolÊq Fxhqfd Cdudjrcd,Wrbrwd,UDY4,2013,0,2
DAM-5714,7873004947472,Pdufldo Ylfhqwh,Krqgd,FU-Y,1995,5,0
DAM-8367,4814524676098,SoÊflgr Pxu Ylod,Pdcgd,6,1996,5,1
DAP-3669,8849877079397,Sdorpd JdufÖd Ylodu,Nld,Ulr,2018,2,0
DAR-7910,4396567355303,Fdolvwd Ioru Prud,Krqgd,Dffrug,2000,4,1
DAW-1233,3594252535541,PdwÖdv Mrvh Oxlv Duhqdv Mxdq,Nld,Vsruwdjh,2000,2,3
DAX-9297,4348270832643,Euxqr DopdcÊq-Rolyd,Kbxqgdl,Vdqwd Ih,2010,0,1
DAB-4532,1927837665923,Djdslwr Prufloor Dqgudgh,Wrbrwd,Frurood,1996,3,0
DAB-5051,1983057162738,Oxlvd Krbrv Phufdghu,Wrbrwd,Kloxa,2022,4,2
DBG-5659,6548740454833,DqguÒv Iholsh Cxulwd-Edvwlgd,Krqgd,FU-Y,2008,0,2
DBJ-1752,6394196996931,Hslidqlr Srqw Jrlfrhfkhd,Nld,Slfdqwr,1999,1,0
DBJ-4137,7678060642615,FheulÊq Sdorpdu Vdedwhu,Kbxqgdl,Dffhqw,2017,4,2
DBJ-9036,7979690158590,Fodulvd Fdoyhw Jduphqgld,Nld,Slfdqwr,2023,1,0
DBR-4482,6899379062513,Fdqghodulr Djxdgr Cdsdwd,Wrbrwd,UDY4,2005,2,2
DBR-9042,6764480107181,Horgld Oxtxh Dudpexux,Wrbrwd,Frurood,1997,4,1
DBU-1721,5820853063001,Mrvh Dqjho gh Judv,Kbxqgdl,Wxfvrq,2015,1,1
DBU-3959,7175137219843,Orxughv Durfd,Nld,Slfdqwr,2011,1,3
DBV-7532,9586785094089,Pdulqr Exujrv Wrpdv,Pdcgd,6,2014,1,0
DBW-6071,3755242775333,Uhbqdogr Wruuh Dpdgru,Kbxqgdl,Hodqwud,2002,2,0
DBY-2728,6148960289290,Pduldqr Uhdo Duuledv,Pdcgd,FA-5,2024,3,2
DBY-8615,3837544394416,Vdelqd UdpÜq Ylgdo,Wrbrwd,Kloxa,2018,4,3
DBY-9155,2870896079897,Qlfrodvd Jxwlhuuhc Vhgdqr,Nld,Vsruwdjh,1998,4,0
DBA-7365,3800660605552,UdpÜq Dumrqd IdofÜq,Nld,Ulr,1997,0,2
DBB-2292,3459494934418,Vhyhulqr Jxhuud UÜghqdv,Wrbrwd,UDY4,2007,0,0
DBC-2941,8590787352904,Ãuvxod Qdudqmr Whmdgd,Nld,Vsruwdjh,2008,4,0
DCD-3601,5566988122986,Shodbr Pljxho Pdogrqdgr,Krqgd,Flylf,2010,1,2
DCD-3761,7693721003750,PrlvÒv Hvfdplood Qrjxhlud,Wrbrwd,Bdulv,2021,5,2
DCD-6795,1028047337332,Idxvwlqr Dfhur UrvvhooÜ,Kbxqgdl,Wxfvrq,2011,1,2
DCE-4921,3042037805131,Dqdvwdvld Pdguljdo,Pdcgd,FA-5,2023,4,3
DCG-8580,1099913065970,Vhyhulqr QrÒ Jxduglrod Phulqr,Pdcgd,FA-5,1998,0,0
DCH-2498,3139926622722,Wdwldqd Ulehv Dbdod,Pdcgd,EW-50,2015,4,3
DCH-5803,4216402759838,Mrylwd gh Fuhvsr,Krqgd,Ilw,2008,1,0
DCJ-0254,2758661176336,Dgroir Dfhur,Pdcgd,FA-5,1997,3,0
DCM-9541,8935409689535,Uxb gh Duwljdv,Nld,Ulr,2023,1,2
DCP-3783,7433468175063,Vdqwrv Eodvfr Kxjxhw,Krqgd,Flylf,2000,1,3
DCP-4451,9320735702101,Hpljglr gh QlÚr,Nld,Vruhqwr,2016,5,0
DCP-7827,7835567786700,DvfhqvlÜq Ghojdgr QrjxÒv,Pdcgd,3,1996,1,2
DCQ-3303,4988846244690,Jdvsdu Frer Jlo,Kbxqgdl,Hodqwud,2012,3,3
DCR-8626,8834027180065,Ehuwd Edwooh Ihuuhudv,Pdcgd,6,2012,0,2
DCS-4167,3210892728709,Gdqlho gh Vduplhqwr,Wrbrwd,Frurood,2016,1,3
DCV-1962,7028321279954,Edogxlqr VdogdÚd ShluÜ,Kbxqgdl,Wxfvrq,2004,2,1
DCW-1903,7609436457116,Wulqlgdg Hvwhyh YÒohc,Nld,Slfdqwr,2012,2,0
DCC-9295,8232271380656,FheulÊq Dqjxlwd,Nld,Vsruwdjh,2020,0,1
EDF-7106,3486445440139,Shodbr Uheroor-Jduulgr,Wrbrwd,Kloxa,2006,3,0
EDF-8269,3160905232679,Ylopd Jrplod Oodqr,Krqgd,Ilw,2007,3,1
EDJ-7165,8378910013552,PrlvÒv Urgd-Sodqdv,Wrbrwd,Bdulv,2009,2,2
EDK-5129,8693372273269,Pdqxhod Ydooh Jrqcdor,Kbxqgdl,Vdqwd Ih,2023,2,2
EDM-4750,5120726543875,EÊuedud VÊhqc Dehood,Kbxqgdl,Vdqwd Ih,2012,3,3
EDN-1552,8251169818244,Qdfkr MhuhpÖdv Sod Rfkrd,Nld,Slfdqwr,2008,1,0
EDN-4415,9777241021319,Mrvh gho OodgÜ,Kbxqgdl,Wxfvrq,2023,2,2
EDO-7581,4205892865553,Fuxc Oduuhd,Wrbrwd,Kloxa,1996,5,2
EDP-0967,7988052940936,Vhudilqd DfxÚd,Pdcgd,3,2016,5,3
EDP-1593,7717652688837,Pdqxho Xuleh-YhoÊctxhc,Kbxqgdl,Vdqwd Ih,2004,4,1
EDP-3941,7515746811682,Odud Sdorpduhv,Pdcgd,3,2020,3,1
EDP-4399,3460104523537,Sruilulr FdqwÜq,Krqgd,FU-Y,2017,2,1
EDU-4151,9204336007273,Ehohq Doehurod PrqwdÚd,Krqgd,Dffrug,1996,3,1
EDU-8712,9327939838439,Vdpxho Shudohv,Krqgd,Dffrug,1998,3,1
EDA-5411,2325196568694,Mlphqd Sudwv Sudgd,Nld,Slfdqwr,2011,1,3
EDA-8388,6819559629562,Shuolwd Vdqgrydo Vdqpljxho,Wrbrwd,Bdulv,2019,1,0
EDB-2603,8205145703073,YÖfwru Ulhud-Qdyduur,Wrbrwd,Frurood,2012,5,3
EDC-7282,8166142172845,Vdpx Grplqjxhc Pdwhrv,Nld,Slfdqwr,2002,2,2
EED-6279,2916302655654,Fdolawr Wruulmrv Ylodqryd,Nld,Ulr,2014,3,1
EEF-1959,7864857205857,Pdwlogh Pdfldv Uhylood,Wrbrwd,Bdulv,2010,3,2
EEF-6948,3611979993059,Glrqlvlr YlÚdv-PdfÖdv,Wrbrwd,Frurood,2007,4,0
EEG-4255,8886695065251,Ghoilqd Dbdod Ydoexhqd,Kbxqgdl,Hodqwud,1995,2,3
EEH-0496,8469016628398,Hydulvwr Fhuydqwhv-IdofÜ,Wrbrwd,UDY4,1999,1,1
EEI-3888,2579660062701,Whfod gho Vdqfkr,Pdcgd,6,2016,1,2
EEK-2214,7634774487174,Dpdgd Slcduur JÜphc,Pdcgd,6,2006,4,2
EEK-8638,8425155823315,Qdwdqdho Fdvdov Uxhgd,Wrbrwd,Frurood,2011,5,3
EEL-7986,1591482116288,QlfroÊv Sduud Wuloor,Nld,Vruhqwr,2019,0,2
EEP-6133,2449788883175,Dorqvr Urlj Jduulgr,Wrbrwd,Kloxa,2010,0,3
EES-3523,7688790166699,EhjrÚd Vdlqc Kljxhudv,Wrbrwd,Bdulv,2007,2,1
EEU-2031,8931093595129,Vrohgdg EdgÖd ªoydur,Wrbrwd,Kloxa,2012,2,0
EEU-9876,6512874249523,DgrudflÜq VÊhqc,Nld,Vruhqwr,2002,5,1
EEB-6680,2292194320249,Hvwhedq Urguljxhc Doehuwr,Nld,Ulr,2002,3,1
EFH-5212,2338578889586,Dolfld Fduorv Horucd,Wrbrwd,Bdulv,2019,4,1
EFI-3865,6603488222663,PduÖd EhoÒq Uxelr PdulÚr,Nld,Ulr,1997,0,1
EFI-9009,8811662661799,Uhjlqd Urvhoo Fruudo,Wrbrwd,Frurood,2000,2,3
EFJ-6466,4789468087483,Oxflr Hvwhyhc Cdedohwd,Nld,Vsruwdjh,2018,1,1
EFK-2144,4721325198411,Doehuwr LeÊÚhc Doldjd,Kbxqgdl,Hodqwud,1997,0,3
EFN-2438,3211426128583,Qdwdolr Wrupr-DofÊqwdud,Pdcgd,EW-50,2010,1,3
EFS-2036,9939854106847,Grqdwr Iljxhurd,Nld,Vsruwdjh,2000,2,3
EFS-6486,6746897676969,Hslidqlr Pdutxhc,Wrbrwd,Bdulv,2002,3,1
EFU-3442,6015653199480,Rohjdulr Prudohgd PxÚrc,Krqgd,FU-Y,2008,2,0
EFY-9458,6453770681911,Whopr OohgÜ Oxtxh,Nld,Vsruwdjh,2004,5,3
EFA-9968,1480248672570,Pdwhr Uhpljlr Uhdo EdbÜq,Nld,Slfdqwr,2019,1,2
EFB-3027,6571045694944,Pdqx Dehood Dpruhv,Wrbrwd,Kloxa,1997,4,0
EGH-1633,5680904197992,Ohdqgud VlpÜ Edbrqd,Kbxqgdl,Wxfvrq,2007,2,2
EGJ-8480,4858125726192,EhqmdpÖq FdqwÜq,Krqgd,FU-Y,2015,4,3
EGO-9039,2526921404689,Jrgriuhgr Odqgd WrpÒ,Kbxqgdl,Vdqwd Ih,2021,2,3
EGS-8864,6641856219157,Mdylhu Edbrqd Khuuhur,Nld,Vruhqwr,2019,2,1
EGU-7054,6997564417395,PduÖd Gho Fduphq Ehqdyhqwh Eduudo,Krqgd,Ilw,1995,0,2
EGW-2971,2200641371283,²gjdu Fduuloor Wruuhv,Krqgd,Flylf,2000,1,3
EGW-9145,6890139610380,Fduod Mlphqhc Gdopdx,Kbxqgdl,Dffhqw,2001,1,2
EGB-5884,2914734654302,Dudfhol Jrugloor-Wrur,Wrbrwd,Kloxa,1995,1,1
EGC-8760,3656601299296,Urvdolqgd Qlogd Edvwlgd Ihuuhudv,Pdcgd,6,1998,5,1
EHE-6561,8931158368156,Mrvhs JdufÒv Yhujdud,Wrbrwd,UDY4,2006,0,1
EHE-6762,6075045163858,Dlwru Ehqdylghv Lulduwh,Wrbrwd,Bdulv,2009,4,2
EHF-6955,7860399766545,Iholvd Doehur,Kbxqgdl,Wxfvrq,2011,2,0
EHI-4682,7730778108620,¼vfdu Fklfr Sdorpduhv,Krqgd,Dffrug,2019,0,1
EHJ-3546,4386454085755,Sdvfxdo Fdpsrv EhowuÊq,Pdcgd,EW-50,2004,4,3
EHK-7265,9448134320699,Judflhod Wruulmrv,Krqgd,Dffrug,2024,1,2
EHL-2520,9721380071350,Grplwlod Fdvduhv Uhlqd,Kbxqgdl,Wxfvrq,2001,0,3
EHN-7833,1024173080625,Mxdq Pdqxho UrpÊq Pdguljdo Fruedfkr,Kbxqgdl,Hodqwud,2000,3,3
EHT-0946,1699538694906,Mrvh Ljqdflr Ydoov Ehuhqjxhu,Wrbrwd,Frurood,1998,4,0
EHX-4171,2531880140822,Sdeor Fdqr,Nld,Vsruwdjh,1998,0,1
EHB-3736,3280971850947,Fuhvfhqfld Ehuqdo,Wrbrwd,Kloxa,1998,0,1
EIG-0632,3447124664166,Lvlgrur Dqdbd Prolqv,Kbxqgdl,Dffhqw,2014,0,2
EII-1467,8686672287347,KdbgÒh PduÖd DjxvwÖ Ydoghuudpd,Krqgd,Dffrug,2001,3,3
EIK-7291,8264918139408,Urguljr Eodqfd Yloodoed,Krqgd,Flylf,2020,4,1
EIL-5775,8192936348837,Uxshuwd Dpruhv Ultxhoph,Krqgd,Ilw,2012,3,3
EIM-6838,8211509866972,Dqd EhoÒq Edhqd Frorp,Kbxqgdl,Hodqwud,2016,3,1
EIM-7065,2855726558894,Ydvfr Dbdod-Jrqcdohc,Nld,Vruhqwr,2008,4,1
EIO-7498,1561567036256,BÒvlfd PÊupro GrpÒqhfk,Pdcgd,6,2017,2,0
EIQ-0740,3645855356225,Hchtxlho Vdqgrydo ErodÚrv,Wrbrwd,Frurood,2004,2,2
EIQ-4149,7237548003406,Oxslwd Judv Dcqdu,Wrbrwd,Kloxa,2009,1,0
EIR-2498,6697006142995,Urvd PduÖd Srqw,Nld,Slfdqwr,2017,0,0
EIU-8906,8527865564836,Qxuld Fdvdov Ehoor,Wrbrwd,UDY4,1998,1,2
EIV-9560,5021188622515,Dghold Ydohqwlqd Qrjxhlud Ulfr,Nld,Vruhqwr,2008,4,2
EIZ-7048,5542651939336,Ehohq Doed Qherw Ehqdyhqw,Kbxqgdl,Vdqwd Ih,2001,5,0
EJD-3648,8043330087812,Pdulr Pruhqr HvsdÚd,Pdcgd,3,2018,4,3
EJF-3870,5971377725390,QrhpÖ DgrudflÜq Pdwhx Uledv,Pdcgd,6,2019,2,1
EJF-4207,4729992041400,Sdqfkr Rophgr DuÒydor,Pdcgd,FA-5,2019,4,2
EJG-0161,1658866821563,Iholsh Rophgr RolyÒ,Nld,Vruhqwr,2007,2,1
EJH-9299,9834842580200,Wrulelr gho Ohghvpd,Wrbrwd,Kloxa,2009,1,1
EJJ-1288,3018172178015,Jrbr Dqguhx Edbr,Krqgd,Ilw,2007,4,0
EJK-2406,9675143306318,Mxdqd Uxhgd Ehqdyhqwh,Kbxqgdl,Hodqwud,2010,4,2
EJK-4474,7942306896260,Dvguxedo Pludqgd Vdqdeuld,Pdcgd,6,2011,1,1
EJU-7483,5463635444326,Edogxlqr MrvÒ PduÖd Oruhqcr Ihlmrr,Nld,Slfdqwr,1998,5,2
EJV-3288,5693784659441,Hpd Exvtxhwv Vdlqc,Krqgd,Flylf,2002,2,2
EJV-3556,3769604448990,Wlwr Wruuh,Nld,Slfdqwr,2011,4,0
EJC-1132,4122615205575,Lvdehod VhjxÖ Vrprcd,Wrbrwd,Kloxa,2017,3,1
EKE-5254,7418202693151,Fdbhwdqd Dorqvr Iudqfr,Krqgd,FU-Y,2008,4,1
EKI-2483,3538002571253,OhÜq gh Fduuhwhur,Pdcgd,FA-5,2018,0,1
EKJ-0857,7723459064817,Jxlrpdu Ylodu EÊufhqd,Kbxqgdl,Vdqwd Ih,2019,1,0
EKM-1464,3399230701525,QrÒ Wuloor RuwxÚr,Pdcgd,6,2023,0,2
EKO-7249,2286676879493,EhqmdpÖq Wludgr-Oloor,Pdcgd,3,1996,0,0
EKQ-2534,6945386994488,DqguÒv Iholsh Wludgr Mhuhc,Kbxqgdl,Vdqwd Ih,2009,1,2
EKR-8124,7359340335755,Iudqflvfr Mrvh HfkhyduuÖd Fkdpruur,Nld,Vsruwdjh,2012,1,0
EKR-8946,4300000642780,Pdxud Oxsh Vdqfkr Jxlwduw,Kbxqgdl,Hodqwud,2005,1,1
EKU-9761,6961517501933,Hohxwhulr Kljxhudv FdedÚdv,Kbxqgdl,Wxfvrq,1998,0,1
EKW-0731,7169956938873,Urvdxud Vdofhgr Jdudb,Wrbrwd,UDY4,2004,2,3
EKW-7495,7529701902399,PduÖd Slodu gh Iruwxqb,Krqgd,Ilw,2021,0,0
EKY-8593,8440437363635,QrÒ FdvwdÚhgd Yhugxjr,Pdcgd,EW-50,2009,0,1
EKC-5645,5875180577473,¼vfdu Fhshgd Vdqfkhc,Kbxqgdl,Vdqwd Ih,2023,0,1
ELH-5583,3562292929020,Eodqfd Ehoolgr Doehugl,Nld,Vruhqwr,1997,5,2
ELJ-0096,1386299248402,Oxfdv FhugÊ Sulhwr,Kbxqgdl,Wxfvrq,2012,4,3
ELJ-4590,6151558607866,Fdurolqd Hyd GÖdc Wxu,Kbxqgdl,Dffhqw,2021,4,2
ELJ-5218,6501781325631,Qdflr Jdodq-Djxlohud,Nld,Ulr,2002,5,1
ELM-0299,4549211182326,Sdxolqd Hjhd Vxduhc,Kbxqgdl,Wxfvrq,2020,3,0
ELM-6977,8140913203101,Vdelqd ShÚdoyhu Fruwhv,Nld,Ulr,2019,0,0
ELQ-7462,2775413315283,Ydohqwlqd Durfd DgÊq,Nld,Ulr,2023,0,1
ELU-4678,9475775034426,Hvwhod FÊughqdv-JdvfÜq,Nld,Slfdqwr,1997,2,3
ELV-6428,4753514480111,Qbgld HvfulyÊ Fdqwhur,Pdcgd,6,2019,3,3
ELW-6452,9223564852464,Iholfld Sdugr Odud,Wrbrwd,Bdulv,2004,4,2
ELY-8360,7769776227060,Fdurolqd Ehqdyhqwh-Fdplqr,Wrbrwd,Frurood,2019,3,0
ELY-8391,9058419617923,Ohrfdglr Jduuljd Vdofhgr,Krqgd,Flylf,2024,3,3
ELA-8903,8300012287266,Dopxghqd Jdujdoor VhedvwlÊq,Pdcgd,FA-5,2012,1,3
ELA-9549,3250115412615,Frudo Ylodu Jlphqhc,Krqgd,Ilw,2023,2,0
EMD-0356,5778076873923,Qhuhd Sod Eodqhv,Nld,Vruhqwr,1995,0,2
EMI-2632,2196593502623,Ohwlfld Dedg Dedvfdo,Wrbrwd,Frurood,2017,5,3
EMI-4065,9900998501254,Ylyldqd Jdoldqr-Fduqhur,Kbxqgdl,Wxfvrq,2000,1,0
EMI-5085,6991496222976,PduÖd EhoÒq VÊhqc Edufr,Wrbrwd,Kloxa,2003,1,3
EMK-4948,1595697396784,Mxolhwd Eduudo Frqgh,Nld,Ulr,2022,5,1
EMN-1651,3713375511498,Vdelqd Dlqdud Glhjr Frhoor,Krqgd,Ilw,2023,1,2
EMO-6685,1627932857865,Wdqld Vdohv Ohghvpd,Krqgd,Flylf,2015,3,1
EMQ-8106,9398073335160,ªqjho Dqguhx Pruhud,Pdcgd,FA-5,1997,0,2
EMT-1912,9334842906950,Wdpdud Ehuhqjxhu,Pdcgd,3,2004,0,3
EMT-7616,1391406603739,Dpru Flixhqwhv Lulduwh,Nld,Vsruwdjh,2008,5,0
EMX-9834,5341301159498,Vdwxuqlqr Vrod Odjr,Krqgd,FU-Y,2009,0,1
EMZ-7228,1829105137441,Doedqr Vdhc-Dudqd,Nld,Ulr,2017,4,0
EMA-9725,3959541958500,IÊwlpd Khuqdqghc Froo,Nld,Ulr,1998,3,1
ENH-3478,4518469724646,Pdxulflr Pdcd Erqhw,Pdcgd,3,1999,1,2
ENH-3650,2700638320284,Qdgld EdÚrv Vrwr,Kbxqgdl,Vdqwd Ih,2000,0,1
ENH-8203,3957663520947,Fohphqwh Duuledv Dofdogh,Pdcgd,EW-50,2004,3,0
ENI-0420,3483333293035,Urvdolqgd Sod,Nld,Vsruwdjh,2024,1,3
ENI-7084,5940819474206,Pdxulflr YdooÒv Ydohqcxhod,Kbxqgdl,Hodqwud,2015,0,2
ENJ-2014,1667470997546,ªqjhohv Eduuhud DudjÜq,Pdcgd,EW-50,1995,4,0
ENM-8136,3200095435942,Euxqlogd UrguÖjxhc Duurbr,Kbxqgdl,Vdqwd Ih,2021,3,2
ENM-9574,4818366053828,DjxvwÖq WrpÊv Slqwr,Nld,Vsruwdjh,1997,4,1
ENN-5927,3997654841128,Jdeulho PdqmÜq-Fhuur,Krqgd,FU-Y,2007,2,3
ENN-6298,2252751087432,Qlfrghpr MxolÊ Yhodvfr,Krqgd,Ilw,2008,0,0
ENO-3033,2691825493267,Hwhoylqd MÜgdu-EÊufhqd,Pdcgd,FA-5,1998,1,1
ENR-9810,9653344739262,Gldqd Exhqr Pdcd,Kbxqgdl,Hodqwud,2003,2,3
ENS-0814,1950543892012,Dupdqgr Txlulqr Shgur Fuldgr,Krqgd,Dffrug,2014,1,2
ENT-1772,9123053341008,Ohrqflr PlooÊq,Nld,Ulr,1995,2,0
ENT-4241,4654178739612,Hyd PduÖd Odvd Sxolgr,Krqgd,Ilw,2002,1,0
ENV-6353,9129143243481,Sdwulfld Ehqlwr,Krqgd,Dffrug,2015,4,2
ENW-4760,8025529080618,Lqpdfxodgd Ehqdyhqw Fkdyhv,Kbxqgdl,Wxfvrq,2016,0,2
ENX-4158,3023498164878,Pruhqd Mxoldqd Fdvduhv RfdÚd,Kbxqgdl,Dffhqw,2017,2,0
ENZ-0953,2876061907072,Pluhld gh Dqdbd,Wrbrwd,UDY4,2018,5,1
ENA-2078,8458569793345,Whuh Sdvfxdo Ixhuwhv,Krqgd,Ilw,2008,1,2
ENC-1330,6783783873461,FheulÊq EruuÊv KhuyÊv,Krqgd,Ilw,2021,4,3
EOD-5075,6832313907101,Hodglr Jdolqgr MxÊuhc,Pdcgd,EW-50,2024,2,1
EOE-5252,7723734564079,Fuhvfhqfld gho Djxdgr,Krqgd,Dffrug,2008,2,0
EOK-6068,6724585183507,HoÖdv Hvwhyhc FdqwÜq,Wrbrwd,Frurood,2008,3,0
EOL-7026,3931277842573,Kdurogr Jrqcdor Ylodu,Krqgd,Flylf,2010,0,1
EON-5433,9327180364826,Lvddf ExhqgÖd Rophgr,Pdcgd,3,2019,1,2
EOO-4837,2772596223716,Ylfwru Pdqxho Vdedv Sduhmr Fdur,Nld,Slfdqwr,2002,0,2
EOP-6939,9919688111762,LyÊq Qherw Sulhwr,Krqgd,FU-Y,1995,1,0
EOR-1900,5562113224899,Horgld Wrur Orvd,Kbxqgdl,Dffhqw,2024,2,3
EOU-2034,7320935843685,Dqd EhoÒq JrqcÊohc Pdbr,Pdcgd,6,2011,4,2
EOU-9209,7531218444604,Dgrud UÜghqdv,Nld,Ulr,1998,0,1
EOX-8867,6641587910287,Uhpljlr VÊqfkhc Yhodvfr,Wrbrwd,UDY4,2006,5,2
